mean_dice,ours_mean_dice,WT_Dice_mean,TC_Dice_mean,ET_Dice_mean,WT_Hausdorff95_mean,TC_Hausdorff95_mean,ET_Hausdorff95_mean
,0.0,,,,,,
,,,,,,,
0.13459056160016852,,,,,,,
,0.0,,,,,,
,,,,,,,
0.009562937361936617,,0.05772446902481532,0.012138140130249246,8.600396050639176e-05,inf,inf,inf
0.005270526489997763,,0.05727536389753408,0.020033289620312828,0.00045804102430077695,inf,inf,inf
